CFB9  85 83     STA $83 = 00                    A:03 X:55 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFBB  85 84     STA $84 = 00                    A:03 X:55 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFBD  A9 00     LDA #$00                        A:03 X:55 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFBF  85 FF     STA $FF = 00                    A:00 X:55 Y:69 P:27 SP:FB PPU:  0, 00 CYC:0
CFC1  A9 04     LDA #$04                        A:00 X:55 Y:69 P:27 SP:FB PPU:  0, 00 CYC:0
CFC3  85 00     STA $00 = 00                    A:04 X:55 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFC5  A9 5A     LDA #$5A                        A:04 X:55 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFC7  8D 00 02  STA $0200 = 00                    A:5A X:55 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFCA  A9 5B     LDA #$5B                        A:5A X:55 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFCC  8D 00 03  STA $0300 = 0A                    A:5B X:55 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFCF  A9 5C     LDA #$5C                        A:5B X:55 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFD1  8D 03 03  STA $0303 = 0A                    A:5C X:55 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFD4  A9 5D     LDA #$5D                        A:5C X:55 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFD6  8D 00 04  STA $0400 = C2                    A:5D X:55 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFD9  A2 00     LDX #$00                        A:5D X:55 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFDB  A1 80     LDA ($80,X) @ 80 = 0000 = 5A                    A:5D X:00 Y:69 P:27 SP:FB PPU:  0, 00 CYC:0
CFDD  C9 5A     CMP #$5A                        A:5A X:00 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFDF  D0 1F     BNE $D000                       A:5A X:00 Y:69 P:27 SP:FB PPU:  0, 00 CYC:0
CFE1  E8        INX                             A:5A X:00 Y:69 P:27 SP:FB PPU:  0, 00 CYC:0
CFE2  E8        INX                             A:5A X:01 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFE3  A1 80     LDA ($80,X) @ 82 = 0000 = 5A                    A:5A X:02 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFE5  C9 5B     CMP #$5B                        A:5A X:02 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CFE7  D0 17     BNE $D000                       A:5A X:02 Y:69 P:A4 SP:FB PPU:  0, 00 CYC:0
D000  A9 58     LDA #$58                        A:5A X:02 Y:69 P:A4 SP:FB PPU:  0, 00 CYC:0
D002  8D FF 07  STA $07FF = FB                    A:58 X:02 Y:69 P:24 SP:FB PPU:  0, 00 CYC:0
D005  A9 AA     LDA #$AA                        A:58 X:02 Y:69 P:24 SP:FB PPU:  0, 00 CYC:0
D007  A2 00     LDX #$00                        A:AA X:02 Y:69 P:A4 SP:FB PPU:  0, 00 CYC:0
D009  81 80     STA ($80,X) @ 80 = 0000 = 5A                    A:AA X:00 Y:69 P:26 SP:FB PPU:  0, 00 CYC:0
D00B  E8        INX                             A:AA X:00 Y:69 P:26 SP:FB PPU:  0, 00 CYC:0
D00C  E8        INX                             A:AA X:01 Y:69 P:24 SP:FB PPU:  0, 00 CYC:0
D00D  A9 AB     LDA #$AB                        A:AA X:02 Y:69 P:24 SP:FB PPU:  0, 00 CYC:0
D00F  81 80     STA ($80,X) @ 82 = 0000 = 5A                    A:AB X:02 Y:69 P:A4 SP:FB PPU:  0, 00 CYC:0
D011  E8        INX                             A:AB X:02 Y:69 P:A4 SP:FB PPU:  0, 00 CYC:0
D012  A9 AC     LDA #$AC                        A:AB X:03 Y:69 P:24 SP:FB PPU:  0, 00 CYC:0
D014  81 80     STA ($80,X) @ 83 = 0000 = 5A                    A:AC X:03 Y:69 P:A4 SP:FB PPU:  0, 00 CYC:0
D016  A2 00     LDX #$00                        A:AC X:03 Y:69 P:A4 SP:FB PPU:  0, 00 CYC:0
D018  A9 AD     LDA #$AD                        A:AC X:00 Y:69 P:26 SP:FB PPU:  0, 00 CYC:0
D01A  81 FF     STA ($FF,X) @ FF = 0000 = 00                    A:AD X:00 Y:69 P:A4 SP:FB PPU:  0, 00 CYC:0
D01C  AD 00 02  LDA $0200 = 00                    A:AD X:00 Y:69 P:A4 SP:FB PPU:  0, 00 CYC:0
D01F  C9 AA     CMP #$AA                        A:00 X:00 Y:69 P:26 SP:FB PPU:  0, 00 CYC:0
D021  D0 15     BNE $D038                       A:00 X:00 Y:69 P:24 SP:FB PPU:  0, 00 CYC:0
D038  A9 59     LDA #$59                        A:00 X:00 Y:69 P:24 SP:FB PPU:  0, 00 CYC:0
D03A  8D FF 07  STA $07FF = FB                    A:59 X:00 Y:69 P:24 SP:FB PPU:  0, 00 CYC:0
D03D  AD FF 07  LDA $07FF = FB                    A:59 X:00 Y:69 P:24 SP:FB PPU:  0, 00 CYC:0
D040  85 00     STA $00 = AD                    A:FB X:00 Y:69 P:A4 SP:FB PPU:  0, 00 CYC:0
D042  A9 00     LDA #$00                        A:FB X:00 Y:69 P:A4 SP:FB PPU:  0, 00 CYC:0
D044  8D 00 03  STA $0300 = 0A                    A:00 X:00 Y:69 P:26 SP:FB PPU:  0, 00 CYC:0
D047  A9 AA     LDA #$AA                        A:00 X:00 Y:69 P:26 SP:FB PPU:  0, 00 CYC:0
D049  8D 00 02  STA $0200 = 00                    A:AA X:00 Y:69 P:A4 SP:FB PPU:  0, 00 CYC:0
D04C  A2 00     LDX #$00                        A:AA X:00 Y:69 P:A4 SP:FB PPU:  0, 00 CYC:0
D04E  A0 5A     LDY #$5A                        A:AA X:00 Y:69 P:26 SP:FB PPU:  0, 00 CYC:0
D050  20 B6 F7  JSR $F7B6                       A:AA X:00 Y:5A P:24 SP:FB PPU:  0, 00 CYC:0
F7B6  18        CLC                             A:AA X:00 Y:5A P:24 SP:F9 PPU:  0, 00 CYC:0
F7B7  A9 FF     LDA #$FF                        A:AA X:00 Y:5A P:24 SP:F9 PPU:  0, 00 CYC:0
F7B9  85 01     STA $01 = 00                    A:FF X:00 Y:5A P:A4 SP:F9 PPU:  0, 00 CYC:0
F7BB  24 01     BIT $01 = 00                    A:FF X:00 Y:5A P:A4 SP:F9 PPU:  0, 00 CYC:0
F7BD  A9 55     LDA #$55                        A:FF X:00 Y:5A P:E4 SP:F9 PPU:  0, 00 CYC:0
F7BF  60        RTS                             A:55 X:00 Y:5A P:64 SP:F9 PPU:  0, 00 CYC:0
D053  01 80     ORA ($80,X) @ 80 = 0000 = FF                    A:55 X:00 Y:5A P:64 SP:FB PPU:  0, 00 CYC:0
D055  20 C0 F7  JSR $F7C0                       A:FF X:00 Y:5A P:E4 SP:FB PPU:  0, 00 CYC:0
F7C0  B0 09     BCS $F7CB                       A:FF X:00 Y:5A P:E4 SP:F9 PPU:  0, 00 CYC:0
F7C2  10 07     BPL $F7CB                       A:FF X:00 Y:5A P:E4 SP:F9 PPU:  0, 00 CYC:0
F7C4  C9 FF     CMP #$FF                        A:FF X:00 Y:5A P:E4 SP:F9 PPU:  0, 00 CYC:0
F7C6  D0 03     BNE $F7CB                       A:FF X:00 Y:5A P:67 SP:F9 PPU:  0, 00 CYC:0
F7C8  50 01     BVC $F7CB                       A:FF X:00 Y:5A P:67 SP:F9 PPU:  0, 00 CYC:0
F7CA  60        RTS                             A:FF X:00 Y:5A P:67 SP:F9 PPU:  0, 00 CYC:0
D058  C8        INY                             A:FF X:00 Y:5A P:67 SP:FB PPU:  0, 00 CYC:0
D059  20 CE F7  JSR $F7CE                       A:FF X:00 Y:5B P:65 SP:FB PPU:  0, 00 CYC:0
F7CE  38        SEC                             A:FF X:00 Y:5B P:65 SP:F9 PPU:  0, 00 CYC:0
F7CF  B8        CLV                             A:FF X:00 Y:5B P:65 SP:F9 PPU:  0, 00 CYC:0
F7D0  A9 00     LDA #$00                        A:FF X:00 Y:5B P:25 SP:F9 PPU:  0, 00 CYC:0
F7D2  60        RTS                             A:00 X:00 Y:5B P:27 SP:F9 PPU:  0, 00 CYC:0
D05C  01 82     ORA ($82,X) @ 82 = 0000 = FF                    A:00 X:00 Y:5B P:27 SP:FB PPU:  0, 00 CYC:0
D05E  20 D3 F7  JSR $F7D3                       A:FF X:00 Y:5B P:A5 SP:FB PPU:  0, 00 CYC:0
F7D3  D0 07     BNE $F7DC                       A:FF X:00 Y:5B P:A5 SP:F9 PPU:  0, 00 CYC:0
F7DC  84 00     STY $00 = FF                    A:FF X:00 Y:5B P:A5 SP:F9 PPU:  0, 00 CYC:0
F7DE  60        RTS                             A:FF X:00 Y:5B P:A5 SP:F9 PPU:  0, 00 CYC:0
D061  C8        INY                             A:FF X:00 Y:5B P:A5 SP:FB PPU:  0, 00 CYC:0
D062  20 DF F7  JSR $F7DF                       A:FF X:00 Y:5C P:25 SP:FB PPU:  0, 00 CYC:0
F7DF  18        CLC                             A:FF X:00 Y:5C P:25 SP:F9 PPU:  0, 00 CYC:0
F7E0  24 01     BIT $01 = 00                    A:FF X:00 Y:5C P:24 SP:F9 PPU:  0, 00 CYC:0
F7E2  A9 55     LDA #$55                        A:FF X:00 Y:5C P:E4 SP:F9 PPU:  0, 00 CYC:0
F7E4  60        RTS                             A:55 X:00 Y:5C P:64 SP:F9 PPU:  0, 00 CYC:0
D065  21 80 20  AND                             A:55 X:00 Y:5C P:64 SP:FB PPU:  0, 00 CYC:0
D068  E5 F7     SBC $F7 = 00                    A:10 X:00 Y:5C P:64 SP:FB PPU:  0, 00 CYC:0
D06A  C8        INY                             A:0F X:00 Y:5C P:25 SP:FB PPU:  0, 00 CYC:0
D06B  A9 EF     LDA #$EF                        A:0F X:00 Y:5D P:25 SP:FB PPU:  0, 00 CYC:0
D06D  8D 00 03  STA $0300 = 0A                    A:EF X:00 Y:5D P:A5 SP:FB PPU:  0, 00 CYC:0
D070  20 F1 F7  JSR $F7F1                       A:EF X:00 Y:5D P:A5 SP:FB PPU:  0, 00 CYC:0
F7F1  38        SEC                             A:EF X:00 Y:5D P:A5 SP:F9 PPU:  0, 00 CYC:0
F7F2  B8        CLV                             A:EF X:00 Y:5D P:A5 SP:F9 PPU:  0, 00 CYC:0
F7F3  A9 F8     LDA #$F8                        A:EF X:00 Y:5D P:A5 SP:F9 PPU:  0, 00 CYC:0
F7F5  60        RTS                             A:F8 X:00 Y:5D P:A5 SP:F9 PPU:  0, 00 CYC:0
D073  21 82 20  AND                             A:F8 X:00 Y:5D P:A5 SP:FB PPU:  0, 00 CYC:0
D076  F6 F7     INC                         A:50 X:00 Y:5D P:25 SP:FB PPU:  0, 00 CYC:0
D078  C8        INY                             A:50 X:00 Y:5D P:27 SP:FB PPU:  0, 00 CYC:0
D079  20 04 F8  JSR $F804                       A:50 X:00 Y:5E P:25 SP:FB PPU:  0, 00 CYC:0
F804  18        CLC                             A:50 X:00 Y:5E P:25 SP:F9 PPU:  0, 00 CYC:0
F805  24 01     BIT $01 = 00                    A:50 X:00 Y:5E P:24 SP:F9 PPU:  0, 00 CYC:0
F807  A9 5F     LDA #$5F                        A:50 X:00 Y:5E P:26 SP:F9 PPU:  0, 00 CYC:0
F809  60        RTS                             A:5F X:00 Y:5E P:24 SP:F9 PPU:  0, 00 CYC:0
D07C  41 80     EOR ($80,X) @ 80 = 0000 = 00                    A:5F X:00 Y:5E P:24 SP:FB PPU:  0, 00 CYC:0
D07E  20 0A F8  JSR $F80A                       A:5F X:00 Y:5E P:24 SP:FB PPU:  0, 00 CYC:0
F80A  B0 09     BCS $F815                       A:5F X:00 Y:5E P:24 SP:F9 PPU:  0, 00 CYC:0
F80C  10 07     BPL $F815                       A:5F X:00 Y:5E P:24 SP:F9 PPU:  0, 00 CYC:0
F815  84 00     STY $00 = 00                    A:5F X:00 Y:5E P:24 SP:F9 PPU:  0, 00 CYC:0
F817  60        RTS                             A:5F X:00 Y:5E P:24 SP:F9 PPU:  0, 00 CYC:0
D081  C8        INY                             A:5F X:00 Y:5E P:24 SP:FB PPU:  0, 00 CYC:0
D082  A9 70     LDA #$70                        A:5F X:00 Y:5F P:24 SP:FB PPU:  0, 00 CYC:0
D084  8D 00 03  STA $0300 = 0A                    A:70 X:00 Y:5F P:24 SP:FB PPU:  0, 00 CYC:0
D087  20 18 F8  JSR $F818                       A:70 X:00 Y:5F P:24 SP:FB PPU:  0, 00 CYC:0
F818  38        SEC                             A:70 X:00 Y:5F P:24 SP:F9 PPU:  0, 00 CYC:0
F819  B8        CLV                             A:70 X:00 Y:5F P:25 SP:F9 PPU:  0, 00 CYC:0
F81A  A9 70     LDA #$70                        A:70 X:00 Y:5F P:25 SP:F9 PPU:  0, 00 CYC:0
F81C  60        RTS                             A:70 X:00 Y:5F P:25 SP:F9 PPU:  0, 00 CYC:0
D08A  41 82     EOR ($82,X) @ 82 = 0000 = 5E                    A:70 X:00 Y:5F P:25 SP:FB PPU:  0, 00 CYC:0
D08C  20 1D F8  JSR $F81D                       A:2E X:00 Y:5F P:25 SP:FB PPU:  0, 00 CYC:0
F81D  D0 07     BNE $F826                       A:2E X:00 Y:5F P:25 SP:F9 PPU:  0, 00 CYC:0
F826  84 00     STY $00 = 5E                    A:2E X:00 Y:5F P:25 SP:F9 PPU:  0, 00 CYC:0
F828  60        RTS                             A:2E X:00 Y:5F P:25 SP:F9 PPU:  0, 00 CYC:0
D08F  C8        INY                             A:2E X:00 Y:5F P:25 SP:FB PPU:  0, 00 CYC:0
D090  A9 69     LDA #$69                        A:2E X:00 Y:60 P:25 SP:FB PPU:  0, 00 CYC:0
D092  8D 00 02  STA $0200 = 00                    A:69 X:00 Y:60 P:25 SP:FB PPU:  0, 00 CYC:0
D095  20 29 F8  JSR $F829                       A:69 X:00 Y:60 P:25 SP:FB PPU:  0, 00 CYC:0
F829  18        CLC                             A:69 X:00 Y:60 P:25 SP:F9 PPU:  0, 00 CYC:0
F82A  24 01     BIT $01 = 00                    A:69 X:00 Y:60 P:24 SP:F9 PPU:  0, 00 CYC:0
F82C  A9 00     LDA #$00                        A:69 X:00 Y:60 P:64 SP:F9 PPU:  0, 00 CYC:0
F82E  60        RTS                             A:00 X:00 Y:60 P:66 SP:F9 PPU:  0, 00 CYC:0
D098  61 80     ADC ($80,X) @ 80 = 0000 = 69                    A:00 X:00 Y:60 P:66 SP:FB PPU:  0, 00 CYC:0
D09A  20 2F F8  JSR $F82F                       A:69 X:00 Y:60 P:24 SP:FB PPU:  0, 00 CYC:0
F82F  30 09     BMI $F83A                       A:69 X:00 Y:60 P:24 SP:F9 PPU:  0, 00 CYC:0
F831  B0 07     BCS $F83A                       A:69 X:00 Y:60 P:24 SP:F9 PPU:  0, 00 CYC:0
F833  C9 69     CMP #$69                        A:69 X:00 Y:60 P:24 SP:F9 PPU:  0, 00 CYC:0
F835  D0 03     BNE $F83A                       A:69 X:00 Y:60 P:27 SP:F9 PPU:  0, 00 CYC:0
F837  70 01     BVS $F83A                       A:69 X:00 Y:60 P:27 SP:F9 PPU:  0, 00 CYC:0
F839  60        RTS                             A:69 X:00 Y:60 P:27 SP:F9 PPU:  0, 00 CYC:0
D09D  C8        INY                             A:69 X:00 Y:60 P:27 SP:FB PPU:  0, 00 CYC:0
D09E  20 3D F8  JSR $F83D                       A:69 X:00 Y:61 P:25 SP:FB PPU:  0, 00 CYC:0
F83D  38        SEC                             A:69 X:00 Y:61 P:25 SP:F9 PPU:  0, 00 CYC:0
F83E  24 01     BIT $01 = 00                    A:69 X:00 Y:61 P:25 SP:F9 PPU:  0, 00 CYC:0
F840  A9 00     LDA #$00                        A:69 X:00 Y:61 P:65 SP:F9 PPU:  0, 00 CYC:0
F842  60        RTS                             A:00 X:00 Y:61 P:67 SP:F9 PPU:  0, 00 CYC:0
D0A1  61 80     ADC ($80,X) @ 80 = 0000 = 69                    A:00 X:00 Y:61 P:67 SP:FB PPU:  0, 00 CYC:0
D0A3  20 43 F8  JSR $F843                       A:6A X:00 Y:61 P:24 SP:FB PPU:  0, 00 CYC:0
F843  30 09     BMI $F84E                       A:6A X:00 Y:61 P:24 SP:F9 PPU:  0, 00 CYC:0
F845  B0 07     BCS $F84E                       A:6A X:00 Y:61 P:24 SP:F9 PPU:  0, 00 CYC:0
F847  C9 6A     CMP #$6A                        A:6A X:00 Y:61 P:24 SP:F9 PPU:  0, 00 CYC:0
F849  D0 03     BNE $F84E                       A:6A X:00 Y:61 P:27 SP:F9 PPU:  0, 00 CYC:0
F84B  70 01     BVS $F84E                       A:6A X:00 Y:61 P:27 SP:F9 PPU:  0, 00 CYC:0
F84D  60        RTS                             A:6A X:00 Y:61 P:27 SP:F9 PPU:  0, 00 CYC:0
D0A6  C8        INY                             A:6A X:00 Y:61 P:27 SP:FB PPU:  0, 00 CYC:0
D0A7  A9 7F     LDA #$7F                        A:6A X:00 Y:62 P:25 SP:FB PPU:  0, 00 CYC:0
D0A9  8D 00 02  STA $0200 = 00                    A:7F X:00 Y:62 P:25 SP:FB PPU:  0, 00 CYC:0
D0AC  20 51 F8  JSR $F851                       A:7F X:00 Y:62 P:25 SP:FB PPU:  0, 00 CYC:0
F851  38        SEC                             A:7F X:00 Y:62 P:25 SP:F9 PPU:  0, 00 CYC:0
F852  B8        CLV                             A:7F X:00 Y:62 P:25 SP:F9 PPU:  0, 00 CYC:0
F853  A9 7F     LDA #$7F                        A:7F X:00 Y:62 P:25 SP:F9 PPU:  0, 00 CYC:0
F855  60        RTS                             A:7F X:00 Y:62 P:25 SP:F9 PPU:  0, 00 CYC:0
D0AF  61 80     ADC ($80,X) @ 80 = 0000 = 7F                    A:7F X:00 Y:62 P:25 SP:FB PPU:  0, 00 CYC:0
D0B1  20 56 F8  JSR $F856                       A:FF X:00 Y:62 P:E4 SP:FB PPU:  0, 00 CYC:0
F856  10 09     BPL $F861                       A:FF X:00 Y:62 P:E4 SP:F9 PPU:  0, 00 CYC:0
F858  B0 07     BCS $F861                       A:FF X:00 Y:62 P:E4 SP:F9 PPU:  0, 00 CYC:0
F85A  C9 FF     CMP #$FF                        A:FF X:00 Y:62 P:E4 SP:F9 PPU:  0, 00 CYC:0
F85C  D0 03     BNE $F861                       A:FF X:00 Y:62 P:67 SP:F9 PPU:  0, 00 CYC:0
F85E  50 01     BVC $F861                       A:FF X:00 Y:62 P:67 SP:F9 PPU:  0, 00 CYC:0
F860  60        RTS                             A:FF X:00 Y:62 P:67 SP:F9 PPU:  0, 00 CYC:0
D0B4  C8        INY                             A:FF X:00 Y:62 P:67 SP:FB PPU:  0, 00 CYC:0
D0B5  A9 80     LDA #$80                        A:FF X:00 Y:63 P:65 SP:FB PPU:  0, 00 CYC:0
D0B7  8D 00 02  STA $0200 = 00                    A:80 X:00 Y:63 P:E5 SP:FB PPU:  0, 00 CYC:0
D0BA  20 64 F8  JSR $F864                       A:80 X:00 Y:63 P:E5 SP:FB PPU:  0, 00 CYC:0
F864  18        CLC                             A:80 X:00 Y:63 P:E5 SP:F9 PPU:  0, 00 CYC:0
F865  24 01     BIT $01 = 00                    A:80 X:00 Y:63 P:E4 SP:F9 PPU:  0, 00 CYC:0
F867  A9 7F     LDA #$7F                        A:80 X:00 Y:63 P:A4 SP:F9 PPU:  0, 00 CYC:0
F869  60        RTS                             A:7F X:00 Y:63 P:24 SP:F9 PPU:  0, 00 CYC:0
D0BD  61 80     ADC ($80,X) @ 80 = 0000 = 80                    A:7F X:00 Y:63 P:24 SP:FB PPU:  0, 00 CYC:0
D0BF  20 6A F8  JSR $F86A                       A:FF X:00 Y:63 P:A4 SP:FB PPU:  0, 00 CYC:0
F86A  10 09     BPL $F875                       A:FF X:00 Y:63 P:A4 SP:F9 PPU:  0, 00 CYC:0
F86C  B0 07     BCS $F875                       A:FF X:00 Y:63 P:A4 SP:F9 PPU:  0, 00 CYC:0
F86E  C9 FF     CMP #$FF                        A:FF X:00 Y:63 P:A4 SP:F9 PPU:  0, 00 CYC:0
F870  D0 03     BNE $F875                       A:FF X:00 Y:63 P:27 SP:F9 PPU:  0, 00 CYC:0
F872  70 01     BVS $F875                       A:FF X:00 Y:63 P:27 SP:F9 PPU:  0, 00 CYC:0
F874  60        RTS                             A:FF X:00 Y:63 P:27 SP:F9 PPU:  0, 00 CYC:0
D0C2  C8        INY                             A:FF X:00 Y:63 P:27 SP:FB PPU:  0, 00 CYC:0
D0C3  20 78 F8  JSR $F878                       A:FF X:00 Y:64 P:25 SP:FB PPU:  0, 00 CYC:0
F878  38        SEC                             A:FF X:00 Y:64 P:25 SP:F9 PPU:  0, 00 CYC:0
F879  B8        CLV                             A:FF X:00 Y:64 P:25 SP:F9 PPU:  0, 00 CYC:0
F87A  A9 7F     LDA #$7F                        A:FF X:00 Y:64 P:25 SP:F9 PPU:  0, 00 CYC:0
F87C  60        RTS                             A:7F X:00 Y:64 P:25 SP:F9 PPU:  0, 00 CYC:0
D0C6  61 80     ADC ($80,X) @ 80 = 0000 = 80                    A:7F X:00 Y:64 P:25 SP:FB PPU:  0, 00 CYC:0
D0C8  20 7D F8  JSR $F87D                       A:00 X:00 Y:64 P:27 SP:FB PPU:  0, 00 CYC:0
F87D  D0 07     BNE $F886                       A:00 X:00 Y:64 P:27 SP:F9 PPU:  0, 00 CYC:0
F87F  30 05     BMI $F886                       A:00 X:00 Y:64 P:27 SP:F9 PPU:  0, 00 CYC:0
F881  70 03     BVS $F886                       A:00 X:00 Y:64 P:27 SP:F9 PPU:  0, 00 CYC:0
F883  90 01     BCC $F886                       A:00 X:00 Y:64 P:27 SP:F9 PPU:  0, 00 CYC:0
F885  60        RTS                             A:00 X:00 Y:64 P:27 SP:F9 PPU:  0, 00 CYC:0
D0CB  C8        INY                             A:00 X:00 Y:64 P:27 SP:FB PPU:  0, 00 CYC:0
D0CC  A9 40     LDA #$40                        A:00 X:00 Y:65 P:25 SP:FB PPU:  0, 00 CYC:0
D0CE  8D 00 02  STA $0200 = 00                    A:40 X:00 Y:65 P:25 SP:FB PPU:  0, 00 CYC:0
D0D1  20 89 F8  JSR $F889                       A:40 X:00 Y:65 P:25 SP:FB PPU:  0, 00 CYC:0
F889  24 01     BIT $01 = 00                    A:40 X:00 Y:65 P:25 SP:F9 PPU:  0, 00 CYC:0
F88B  A9 40     LDA #$40                        A:40 X:00 Y:65 P:65 SP:F9 PPU:  0, 00 CYC:0
F88D  60        RTS                             A:40 X:00 Y:65 P:65 SP:F9 PPU:  0, 00 CYC:0
D0D4  C1 80     CMP ($80,X) @ 80 = 0000 = 40                    A:40 X:00 Y:65 P:65 SP:FB PPU:  0, 00 CYC:0
D0D6  20 8E F8  JSR $F88E                       A:40 X:00 Y:65 P:67 SP:FB PPU:  0, 00 CYC:0
F88E  30 07     BMI $F897                       A:40 X:00 Y:65 P:67 SP:F9 PPU:  0, 00 CYC:0
F890  90 05     BCC $F897                       A:40 X:00 Y:65 P:67 SP:F9 PPU:  0, 00 CYC:0
F892  D0 03     BNE $F897                       A:40 X:00 Y:65 P:67 SP:F9 PPU:  0, 00 CYC:0
F894  50 01     BVC $F897                       A:40 X:00 Y:65 P:67 SP:F9 PPU:  0, 00 CYC:0
F896  60        RTS                             A:40 X:00 Y:65 P:67 SP:F9 PPU:  0, 00 CYC:0
D0D9  C8        INY                             A:40 X:00 Y:65 P:67 SP:FB PPU:  0, 00 CYC:0
D0DA  48        PHA                             A:40 X:00 Y:66 P:65 SP:FB PPU:  0, 00 CYC:0
D0DB  A9 3F     LDA #$3F                        A:40 X:00 Y:66 P:65 SP:FA PPU:  0, 00 CYC:0
D0DD  8D 00 02  STA $0200 = 00                    A:3F X:00 Y:66 P:65 SP:FA PPU:  0, 00 CYC:0
D0E0  68        PLA                             A:3F X:00 Y:66 P:65 SP:FA PPU:  0, 00 CYC:0
D0E1  20 9A F8  JSR $F89A                       A:40 X:00 Y:66 P:65 SP:FB PPU:  0, 00 CYC:0
F89A  B8        CLV                             A:40 X:00 Y:66 P:65 SP:F9 PPU:  0, 00 CYC:0
F89B  60        RTS                             A:40 X:00 Y:66 P:25 SP:F9 PPU:  0, 00 CYC:0
D0E4  C1 80     CMP ($80,X) @ 80 = 0000 = 3F                    A:40 X:00 Y:66 P:25 SP:FB PPU:  0, 00 CYC:0
D0E6  20 9C F8  JSR $F89C                       A:40 X:00 Y:66 P:25 SP:FB PPU:  0, 00 CYC:0
F89C  F0 07     BEQ $F8A5                       A:40 X:00 Y:66 P:25 SP:F9 PPU:  0, 00 CYC:0
F89E  30 05     BMI $F8A5                       A:40 X:00 Y:66 P:25 SP:F9 PPU:  0, 00 CYC:0
F8A0  90 03     BCC $F8A5                       A:40 X:00 Y:66 P:25 SP:F9 PPU:  0, 00 CYC:0
F8A2  70 01     BVS $F8A5                       A:40 X:00 Y:66 P:25 SP:F9 PPU:  0, 00 CYC:0
F8A4  60        RTS                             A:40 X:00 Y:66 P:25 SP:F9 PPU:  0, 00 CYC:0
D0E9  C8        INY                             A:40 X:00 Y:66 P:25 SP:FB PPU:  0, 00 CYC:0
D0EA  48        PHA                             A:40 X:00 Y:67 P:25 SP:FB PPU:  0, 00 CYC:0
D0EB  A9 41     LDA #$41                        A:40 X:00 Y:67 P:25 SP:FA PPU:  0, 00 CYC:0
D0ED  8D 00 02  STA $0200 = 00                    A:41 X:00 Y:67 P:25 SP:FA PPU:  0, 00 CYC:0
D0F0  68        PLA                             A:41 X:00 Y:67 P:25 SP:FA PPU:  0, 00 CYC:0
D0F1  C1 80     CMP ($80,X) @ 80 = 0000 = 41                    A:40 X:00 Y:67 P:25 SP:FB PPU:  0, 00 CYC:0
D0F3  20 A8 F8  JSR $F8A8                       A:40 X:00 Y:67 P:A4 SP:FB PPU:  0, 00 CYC:0
F8A8  F0 05     BEQ $F8AF                       A:40 X:00 Y:67 P:A4 SP:F9 PPU:  0, 00 CYC:0
F8AA  10 03     BPL $F8AF                       A:40 X:00 Y:67 P:A4 SP:F9 PPU:  0, 00 CYC:0
F8AC  10 01     BPL $F8AF                       A:40 X:00 Y:67 P:A4 SP:F9 PPU:  0, 00 CYC:0
F8AE  60        RTS                             A:40 X:00 Y:67 P:A4 SP:F9 PPU:  0, 00 CYC:0
D0F6  C8        INY                             A:40 X:00 Y:67 P:A4 SP:FB PPU:  0, 00 CYC:0
D0F7  48        PHA                             A:40 X:00 Y:68 P:24 SP:FB PPU:  0, 00 CYC:0
D0F8  A9 00     LDA #$00                        A:40 X:00 Y:68 P:24 SP:FA PPU:  0, 00 CYC:0
D0FA  8D 00 02  STA $0200 = 00                    A:00 X:00 Y:68 P:26 SP:FA PPU:  0, 00 CYC:0
D0FD  68        PLA                             A:00 X:00 Y:68 P:26 SP:FA PPU:  0, 00 CYC:0
D0FE  20 B2 F8  JSR $F8B2                       A:40 X:00 Y:68 P:24 SP:FB PPU:  0, 00 CYC:0
F8B2  A9 80     LDA #$80                        A:40 X:00 Y:68 P:24 SP:F9 PPU:  0, 00 CYC:0
F8B4  60        RTS                             A:80 X:00 Y:68 P:A4 SP:F9 PPU:  0, 00 CYC:0
D101  C1 80     CMP ($80,X) @ 80 = 0000 = 00                    A:80 X:00 Y:68 P:A4 SP:FB PPU:  0, 00 CYC:0
D103  20 B5 F8  JSR $F8B5                       A:80 X:00 Y:68 P:A5 SP:FB PPU:  0, 00 CYC:0
F8B5  F0 05     BEQ $F8BC                       A:80 X:00 Y:68 P:A5 SP:F9 PPU:  0, 00 CYC:0
F8B7  10 03     BPL $F8BC                       A:80 X:00 Y:68 P:A5 SP:F9 PPU:  0, 00 CYC:0
