F8B9  90 01     BCC $F8BC                       A:80 X:00 Y:68 P:A5 SP:F9 PPU:  0, 00 CYC:0
F8BB  60        RTS                             A:80 X:00 Y:68 P:A5 SP:F9 PPU:  0, 00 CYC:0
D106  C8        INY                             A:80 X:00 Y:68 P:A5 SP:FB PPU:  0, 00 CYC:0
D107  48        PHA                             A:80 X:00 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
D108  A9 80     LDA #$80                        A:80 X:00 Y:69 P:25 SP:FA PPU:  0, 00 CYC:0
D10A  8D 00 02  STA $0200 = 00                    A:80 X:00 Y:69 P:A5 SP:FA PPU:  0, 00 CYC:0
D10D  68        PLA                             A:80 X:00 Y:69 P:A5 SP:FA PPU:  0, 00 CYC:0
D10E  C1 80     CMP ($80,X) @ 80 = 0000 = 80                    A:80 X:00 Y:69 P:A5 SP:FB PPU:  0, 00 CYC:0
D110  20 BF F8  JSR $F8BF                       A:80 X:00 Y:69 P:27 SP:FB PPU:  0, 00 CYC:0
F8BF  D0 05     BNE $F8C6                       A:80 X:00 Y:69 P:27 SP:F9 PPU:  0, 00 CYC:0
F8C1  30 03     BMI $F8C6                       A:80 X:00 Y:69 P:27 SP:F9 PPU:  0, 00 CYC:0
F8C3  90 01     BCC $F8C6                       A:80 X:00 Y:69 P:27 SP:F9 PPU:  0, 00 CYC:0
F8C5  60        RTS                             A:80 X:00 Y:69 P:27 SP:F9 PPU:  0, 00 CYC:0
D113  C8        INY                             A:80 X:00 Y:69 P:27 SP:FB PPU:  0, 00 CYC:0
D114  48        PHA                             A:80 X:00 Y:6A P:25 SP:FB PPU:  0, 00 CYC:0
D115  A9 81     LDA #$81                        A:80 X:00 Y:6A P:25 SP:FA PPU:  0, 00 CYC:0
D117  8D 00 02  STA $0200 = 00                    A:81 X:00 Y:6A P:A5 SP:FA PPU:  0, 00 CYC:0
D11A  68        PLA                             A:81 X:00 Y:6A P:A5 SP:FA PPU:  0, 00 CYC:0
D11B  C1 80     CMP ($80,X) @ 80 = 0000 = 81                    A:80 X:00 Y:6A P:A5 SP:FB PPU:  0, 00 CYC:0
D11D  20 C9 F8  JSR $F8C9                       A:80 X:00 Y:6A P:A4 SP:FB PPU:  0, 00 CYC:0
F8C9  B0 05     BCS $F8D0                       A:80 X:00 Y:6A P:A4 SP:F9 PPU:  0, 00 CYC:0
F8CB  F0 03     BEQ $F8D0                       A:80 X:00 Y:6A P:A4 SP:F9 PPU:  0, 00 CYC:0
F8CD  10 01     BPL $F8D0                       A:80 X:00 Y:6A P:A4 SP:F9 PPU:  0, 00 CYC:0
F8CF  60        RTS                             A:80 X:00 Y:6A P:A4 SP:F9 PPU:  0, 00 CYC:0
D120  C8        INY                             A:80 X:00 Y:6A P:A4 SP:FB PPU:  0, 00 CYC:0
D121  48        PHA                             A:80 X:00 Y:6B P:24 SP:FB PPU:  0, 00 CYC:0
D122  A9 7F     LDA #$7F                        A:80 X:00 Y:6B P:24 SP:FA PPU:  0, 00 CYC:0
D124  8D 00 02  STA $0200 = 00                    A:7F X:00 Y:6B P:24 SP:FA PPU:  0, 00 CYC:0
D127  68        PLA                             A:7F X:00 Y:6B P:24 SP:FA PPU:  0, 00 CYC:0
D128  C1 80     CMP ($80,X) @ 80 = 0000 = 7F                    A:80 X:00 Y:6B P:A4 SP:FB PPU:  0, 00 CYC:0
D12A  20 D3 F8  JSR $F8D3                       A:80 X:00 Y:6B P:25 SP:FB PPU:  0, 00 CYC:0
F8D3  90 05     BCC $F8DA                       A:80 X:00 Y:6B P:25 SP:F9 PPU:  0, 00 CYC:0
F8D5  F0 03     BEQ $F8DA                       A:80 X:00 Y:6B P:25 SP:F9 PPU:  0, 00 CYC:0
F8D7  30 01     BMI $F8DA                       A:80 X:00 Y:6B P:25 SP:F9 PPU:  0, 00 CYC:0
F8D9  60        RTS                             A:80 X:00 Y:6B P:25 SP:F9 PPU:  0, 00 CYC:0
D12D  C8        INY                             A:80 X:00 Y:6B P:25 SP:FB PPU:  0, 00 CYC:0
D12E  A9 40     LDA #$40                        A:80 X:00 Y:6C P:25 SP:FB PPU:  0, 00 CYC:0
D130  8D 00 02  STA $0200 = 00                    A:40 X:00 Y:6C P:25 SP:FB PPU:  0, 00 CYC:0
D133  20 31 F9  JSR $F931                       A:40 X:00 Y:6C P:25 SP:FB PPU:  0, 00 CYC:0
F931  24 01     BIT $01 = 00                    A:40 X:00 Y:6C P:25 SP:F9 PPU:  0, 00 CYC:0
F933  A9 40     LDA #$40                        A:40 X:00 Y:6C P:65 SP:F9 PPU:  0, 00 CYC:0
F935  38        SEC                             A:40 X:00 Y:6C P:65 SP:F9 PPU:  0, 00 CYC:0
F936  60        RTS                             A:40 X:00 Y:6C P:65 SP:F9 PPU:  0, 00 CYC:0
D136  E1 80     SBC ($80,X) @ 80 = 0000 = 40                    A:40 X:00 Y:6C P:65 SP:FB PPU:  0, 00 CYC:0
D138  20 37 F9  JSR $F937                       A:00 X:00 Y:6C P:27 SP:FB PPU:  0, 00 CYC:0
F937  30 0B     BMI $F944                       A:00 X:00 Y:6C P:27 SP:F9 PPU:  0, 00 CYC:0
F939  90 09     BCC $F944                       A:00 X:00 Y:6C P:27 SP:F9 PPU:  0, 00 CYC:0
F93B  D0 07     BNE $F944                       A:00 X:00 Y:6C P:27 SP:F9 PPU:  0, 00 CYC:0
F93D  70 05     BVS $F944                       A:00 X:00 Y:6C P:27 SP:F9 PPU:  0, 00 CYC:0
F93F  C9 00     CMP #$00                        A:00 X:00 Y:6C P:27 SP:F9 PPU:  0, 00 CYC:0
F941  D0 01     BNE $F944                       A:00 X:00 Y:6C P:27 SP:F9 PPU:  0, 00 CYC:0
F943  60        RTS                             A:00 X:00 Y:6C P:27 SP:F9 PPU:  0, 00 CYC:0
D13B  C8        INY                             A:00 X:00 Y:6C P:27 SP:FB PPU:  0, 00 CYC:0
D13C  A9 3F     LDA #$3F                        A:00 X:00 Y:6D P:25 SP:FB PPU:  0, 00 CYC:0
D13E  8D 00 02  STA $0200 = 00                    A:3F X:00 Y:6D P:25 SP:FB PPU:  0, 00 CYC:0
D141  20 47 F9  JSR $F947                       A:3F X:00 Y:6D P:25 SP:FB PPU:  0, 00 CYC:0
F947  B8        CLV                             A:3F X:00 Y:6D P:25 SP:F9 PPU:  0, 00 CYC:0
F948  38        SEC                             A:3F X:00 Y:6D P:25 SP:F9 PPU:  0, 00 CYC:0
F949  A9 40     LDA #$40                        A:3F X:00 Y:6D P:25 SP:F9 PPU:  0, 00 CYC:0
F94B  60        RTS                             A:40 X:00 Y:6D P:25 SP:F9 PPU:  0, 00 CYC:0
D144  E1 80     SBC ($80,X) @ 80 = 0000 = 3F                    A:40 X:00 Y:6D P:25 SP:FB PPU:  0, 00 CYC:0
D146  20 4C F9  JSR $F94C                       A:01 X:00 Y:6D P:25 SP:FB PPU:  0, 00 CYC:0
F94C  F0 0B     BEQ $F959                       A:01 X:00 Y:6D P:25 SP:F9 PPU:  0, 00 CYC:0
F94E  30 09     BMI $F959                       A:01 X:00 Y:6D P:25 SP:F9 PPU:  0, 00 CYC:0
F950  90 07     BCC $F959                       A:01 X:00 Y:6D P:25 SP:F9 PPU:  0, 00 CYC:0
F952  70 05     BVS $F959                       A:01 X:00 Y:6D P:25 SP:F9 PPU:  0, 00 CYC:0
F954  C9 01     CMP #$01                        A:01 X:00 Y:6D P:25 SP:F9 PPU:  0, 00 CYC:0
F956  D0 01     BNE $F959                       A:01 X:00 Y:6D P:27 SP:F9 PPU:  0, 00 CYC:0
F958  60        RTS                             A:01 X:00 Y:6D P:27 SP:F9 PPU:  0, 00 CYC:0
D149  C8        INY                             A:01 X:00 Y:6D P:27 SP:FB PPU:  0, 00 CYC:0
D14A  A9 41     LDA #$41                        A:01 X:00 Y:6E P:25 SP:FB PPU:  0, 00 CYC:0
D14C  8D 00 02  STA $0200 = 00                    A:41 X:00 Y:6E P:25 SP:FB PPU:  0, 00 CYC:0
D14F  20 5C F9  JSR $F95C                       A:41 X:00 Y:6E P:25 SP:FB PPU:  0, 00 CYC:0
F95C  A9 40     LDA #$40                        A:41 X:00 Y:6E P:25 SP:F9 PPU:  0, 00 CYC:0
F95E  38        SEC                             A:40 X:00 Y:6E P:25 SP:F9 PPU:  0, 00 CYC:0
F95F  24 01     BIT $01 = 00                    A:40 X:00 Y:6E P:25 SP:F9 PPU:  0, 00 CYC:0
F961  60        RTS                             A:40 X:00 Y:6E P:65 SP:F9 PPU:  0, 00 CYC:0
D152  E1 80     SBC ($80,X) @ 80 = 0000 = 41                    A:40 X:00 Y:6E P:65 SP:FB PPU:  0, 00 CYC:0
D154  20 62 F9  JSR $F962                       A:FF X:00 Y:6E P:A4 SP:FB PPU:  0, 00 CYC:0
F962  B0 0B     BCS $F96F                       A:FF X:00 Y:6E P:A4 SP:F9 PPU:  0, 00 CYC:0
F964  F0 09     BEQ $F96F                       A:FF X:00 Y:6E P:A4 SP:F9 PPU:  0, 00 CYC:0
F966  10 07     BPL $F96F                       A:FF X:00 Y:6E P:A4 SP:F9 PPU:  0, 00 CYC:0
F968  70 05     BVS $F96F                       A:FF X:00 Y:6E P:A4 SP:F9 PPU:  0, 00 CYC:0
F96A  C9 FF     CMP #$FF                        A:FF X:00 Y:6E P:A4 SP:F9 PPU:  0, 00 CYC:0
F96C  D0 01     BNE $F96F                       A:FF X:00 Y:6E P:27 SP:F9 PPU:  0, 00 CYC:0
F96E  60        RTS                             A:FF X:00 Y:6E P:27 SP:F9 PPU:  0, 00 CYC:0
D157  C8        INY                             A:FF X:00 Y:6E P:27 SP:FB PPU:  0, 00 CYC:0
D158  A9 00     LDA #$00                        A:FF X:00 Y:6F P:25 SP:FB PPU:  0, 00 CYC:0
D15A  8D 00 02  STA $0200 = 00                    A:00 X:00 Y:6F P:27 SP:FB PPU:  0, 00 CYC:0
D15D  20 72 F9  JSR $F972                       A:00 X:00 Y:6F P:27 SP:FB PPU:  0, 00 CYC:0
F972  18        CLC                             A:00 X:00 Y:6F P:27 SP:F9 PPU:  0, 00 CYC:0
F973  A9 80     LDA #$80                        A:00 X:00 Y:6F P:26 SP:F9 PPU:  0, 00 CYC:0
F975  60        RTS                             A:80 X:00 Y:6F P:A4 SP:F9 PPU:  0, 00 CYC:0
D160  E1 80     SBC ($80,X) @ 80 = 0000 = 00                    A:80 X:00 Y:6F P:A4 SP:FB PPU:  0, 00 CYC:0
D162  20 76 F9  JSR $F976                       A:7F X:00 Y:6F P:65 SP:FB PPU:  0, 00 CYC:0
F976  90 05     BCC $F97D                       A:7F X:00 Y:6F P:65 SP:F9 PPU:  0, 00 CYC:0
F978  C9 7F     CMP #$7F                        A:7F X:00 Y:6F P:65 SP:F9 PPU:  0, 00 CYC:0
F97A  D0 01     BNE $F97D                       A:7F X:00 Y:6F P:67 SP:F9 PPU:  0, 00 CYC:0
F97C  60        RTS                             A:7F X:00 Y:6F P:67 SP:F9 PPU:  0, 00 CYC:0
D165  C8        INY                             A:7F X:00 Y:6F P:67 SP:FB PPU:  0, 00 CYC:0
D166  A9 7F     LDA #$7F                        A:7F X:00 Y:70 P:65 SP:FB PPU:  0, 00 CYC:0
D168  8D 00 02  STA $0200 = 00                    A:7F X:00 Y:70 P:65 SP:FB PPU:  0, 00 CYC:0
D16B  20 80 F9  JSR $F980                       A:7F X:00 Y:70 P:65 SP:FB PPU:  0, 00 CYC:0
F980  38        SEC                             A:7F X:00 Y:70 P:65 SP:F9 PPU:  0, 00 CYC:0
F981  A9 81     LDA #$81                        A:7F X:00 Y:70 P:65 SP:F9 PPU:  0, 00 CYC:0
F983  60        RTS                             A:81 X:00 Y:70 P:E5 SP:F9 PPU:  0, 00 CYC:0
D16E  E1 80     SBC ($80,X) @ 80 = 0000 = 7F                    A:81 X:00 Y:70 P:E5 SP:FB PPU:  0, 00 CYC:0
D170  20 84 F9  JSR $F984                       A:02 X:00 Y:70 P:65 SP:FB PPU:  0, 00 CYC:0
F984  50 07     BVC $F98D                       A:02 X:00 Y:70 P:65 SP:F9 PPU:  0, 00 CYC:0
F986  90 05     BCC $F98D                       A:02 X:00 Y:70 P:65 SP:F9 PPU:  0, 00 CYC:0
F988  C9 02     CMP #$02                        A:02 X:00 Y:70 P:65 SP:F9 PPU:  0, 00 CYC:0
F98A  D0 01     BNE $F98D                       A:02 X:00 Y:70 P:67 SP:F9 PPU:  0, 00 CYC:0
F98C  60        RTS                             A:02 X:00 Y:70 P:67 SP:F9 PPU:  0, 00 CYC:0
D173  60        RTS                             A:02 X:00 Y:70 P:67 SP:FB PPU:  0, 00 CYC:0
C612  20 74 D1  JSR $D174                       A:02 X:00 Y:70 P:67 SP:FD PPU:  0, 00 CYC:0
D174  A9 55     LDA #$55                        A:02 X:00 Y:70 P:67 SP:FB PPU:  0, 00 CYC:0
D176  85 78     STA $78 = 00                    A:55 X:00 Y:70 P:65 SP:FB PPU:  0, 00 CYC:0
D178  A9 FF     LDA #$FF                        A:55 X:00 Y:70 P:65 SP:FB PPU:  0, 00 CYC:0
D17A  85 01     STA $01 = 00                    A:FF X:00 Y:70 P:E5 SP:FB PPU:  0, 00 CYC:0
D17C  24 01     BIT $01 = 00                    A:FF X:00 Y:70 P:E5 SP:FB PPU:  0, 00 CYC:0
D17E  A0 11     LDY #$11                        A:FF X:00 Y:70 P:E5 SP:FB PPU:  0, 00 CYC:0
D180  A2 23     LDX #$23                        A:FF X:00 Y:11 P:65 SP:FB PPU:  0, 00 CYC:0
D182  A9 00     LDA #$00                        A:FF X:23 Y:11 P:65 SP:FB PPU:  0, 00 CYC:0
D184  A5 78     LDA $78 = 00                    A:00 X:23 Y:11 P:67 SP:FB PPU:  0, 00 CYC:0
D186  F0 10     BEQ $D198                       A:00 X:23 Y:11 P:67 SP:FB PPU:  0, 00 CYC:0
D198  A9 76     LDA #$76                        A:00 X:23 Y:11 P:67 SP:FB PPU:  0, 00 CYC:0
D19A  85 00     STA $00 = FF                    A:76 X:23 Y:11 P:65 SP:FB PPU:  0, 00 CYC:0
D19C  A9 46     LDA #$46                        A:76 X:23 Y:11 P:65 SP:FB PPU:  0, 00 CYC:0
D19E  24 01     BIT $01 = 00                    A:46 X:23 Y:11 P:65 SP:FB PPU:  0, 00 CYC:0
D1A0  85 78     STA $78 = 00                    A:46 X:23 Y:11 P:E5 SP:FB PPU:  0, 00 CYC:0
D1A2  F0 0A     BEQ $D1AE                       A:46 X:23 Y:11 P:E5 SP:FB PPU:  0, 00 CYC:0
D1A4  10 08     BPL $D1AE                       A:46 X:23 Y:11 P:E5 SP:FB PPU:  0, 00 CYC:0
D1A6  50 06     BVC $D1AE                       A:46 X:23 Y:11 P:E5 SP:FB PPU:  0, 00 CYC:0
D1A8  A5 78     LDA $78 = 00                    A:46 X:23 Y:11 P:E5 SP:FB PPU:  0, 00 CYC:0
D1AA  C9 46     CMP #$46                        A:00 X:23 Y:11 P:67 SP:FB PPU:  0, 00 CYC:0
D1AC  F0 04     BEQ $D1B2                       A:00 X:23 Y:11 P:E4 SP:FB PPU:  0, 00 CYC:0
D1AE  A9 77     LDA #$77                        A:00 X:23 Y:11 P:E4 SP:FB PPU:  0, 00 CYC:0
D1B0  85 00     STA $00 = 46                    A:77 X:23 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D1B2  A9 55     LDA #$55                        A:77 X:23 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D1B4  85 78     STA $78 = 00                    A:55 X:23 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D1B6  24 01     BIT $01 = 00                    A:55 X:23 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D1B8  A9 11     LDA #$11                        A:55 X:23 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D1BA  A2 23     LDX #$23                        A:11 X:23 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D1BC  A0 00     LDY #$00                        A:11 X:23 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D1BE  A4 78     LDY $78 = 00                    A:11 X:23 Y:00 P:66 SP:FB PPU:  0, 00 CYC:0
D1C0  F0 10     BEQ $D1D2                       A:11 X:23 Y:00 P:66 SP:FB PPU:  0, 00 CYC:0
D1D2  A9 78     LDA #$78                        A:11 X:23 Y:00 P:66 SP:FB PPU:  0, 00 CYC:0
D1D4  85 00     STA $00 = 55                    A:78 X:23 Y:00 P:64 SP:FB PPU:  0, 00 CYC:0
D1D6  A0 46     LDY #$46                        A:78 X:23 Y:00 P:64 SP:FB PPU:  0, 00 CYC:0
D1D8  24 01     BIT $01 = 00                    A:78 X:23 Y:46 P:64 SP:FB PPU:  0, 00 CYC:0
D1DA  84 78     STY $78 = 00                    A:78 X:23 Y:46 P:64 SP:FB PPU:  0, 00 CYC:0
D1DC  F0 0A     BEQ $D1E8                       A:78 X:23 Y:46 P:64 SP:FB PPU:  0, 00 CYC:0
D1DE  10 08     BPL $D1E8                       A:78 X:23 Y:46 P:64 SP:FB PPU:  0, 00 CYC:0
D1E8  A9 79     LDA #$79                        A:78 X:23 Y:46 P:64 SP:FB PPU:  0, 00 CYC:0
D1EA  85 00     STA $00 = 46                    A:79 X:23 Y:46 P:64 SP:FB PPU:  0, 00 CYC:0
D1EC  24 01     BIT $01 = 00                    A:79 X:23 Y:46 P:64 SP:FB PPU:  0, 00 CYC:0
D1EE  A9 55     LDA #$55                        A:79 X:23 Y:46 P:64 SP:FB PPU:  0, 00 CYC:0
D1F0  85 78     STA $78 = 00                    A:55 X:23 Y:46 P:64 SP:FB PPU:  0, 00 CYC:0
D1F2  A0 11     LDY #$11                        A:55 X:23 Y:46 P:64 SP:FB PPU:  0, 00 CYC:0
D1F4  A9 23     LDA #$23                        A:55 X:23 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D1F6  A2 00     LDX #$00                        A:23 X:23 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D1F8  A6 78     LDX $78 = 00                    A:23 X:00 Y:11 P:66 SP:FB PPU:  0, 00 CYC:0
D1FA  F0 10     BEQ $D20C                       A:23 X:00 Y:11 P:66 SP:FB PPU:  0, 00 CYC:0
D20C  A9 7A     LDA #$7A                        A:23 X:00 Y:11 P:66 SP:FB PPU:  0, 00 CYC:0
D20E  85 00     STA $00 = 55                    A:7A X:00 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D210  A2 46     LDX #$46                        A:7A X:00 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D212  24 01     BIT $01 = 00                    A:7A X:46 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D214  86 78     STX $78 = 00                    A:7A X:46 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D216  F0 0A     BEQ $D222                       A:7A X:46 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D218  10 08     BPL $D222                       A:7A X:46 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D222  A9 7B     LDA #$7B                        A:7A X:46 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D224  85 00     STA $00 = 46                    A:7B X:46 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D226  A9 C0     LDA #$C0                        A:7B X:46 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D228  85 78     STA $78 = 00                    A:C0 X:46 Y:11 P:E4 SP:FB PPU:  0, 00 CYC:0
D22A  A2 33     LDX #$33                        A:C0 X:46 Y:11 P:E4 SP:FB PPU:  0, 00 CYC:0
D22C  A0 88     LDY #$88                        A:C0 X:33 Y:11 P:64 SP:FB PPU:  0, 00 CYC:0
D22E  A9 05     LDA #$05                        A:C0 X:33 Y:88 P:E4 SP:FB PPU:  0, 00 CYC:0
D230  24 78     BIT $78 = 00                    A:05 X:33 Y:88 P:64 SP:FB PPU:  0, 00 CYC:0
D232  10 10     BPL $D244                       A:05 X:33 Y:88 P:E6 SP:FB PPU:  0, 00 CYC:0
D234  50 0E     BVC $D244                       A:05 X:33 Y:88 P:E6 SP:FB PPU:  0, 00 CYC:0
D236  D0 0C     BNE $D244                       A:05 X:33 Y:88 P:E6 SP:FB PPU:  0, 00 CYC:0
D238  C9 05     CMP #$05                        A:05 X:33 Y:88 P:E6 SP:FB PPU:  0, 00 CYC:0
D23A  D0 08     BNE $D244                       A:05 X:33 Y:88 P:67 SP:FB PPU:  0, 00 CYC:0
D23C  E0 33     CPX #$33                        A:05 X:33 Y:88 P:67 SP:FB PPU:  0, 00 CYC:0
D23E  D0 04     BNE $D244                       A:05 X:33 Y:88 P:67 SP:FB PPU:  0, 00 CYC:0
D240  C0 88     CPY #$88                        A:05 X:33 Y:88 P:67 SP:FB PPU:  0, 00 CYC:0
D242  F0 04     BEQ $D248                       A:05 X:33 Y:88 P:67 SP:FB PPU:  0, 00 CYC:0
D248  A9 03     LDA #$03                        A:05 X:33 Y:88 P:67 SP:FB PPU:  0, 00 CYC:0
D24A  85 78     STA $78 = 00                    A:03 X:33 Y:88 P:65 SP:FB PPU:  0, 00 CYC:0
D24C  A9 01     LDA #$01                        A:03 X:33 Y:88 P:65 SP:FB PPU:  0, 00 CYC:0
D24E  24 78     BIT $78 = 00                    A:01 X:33 Y:88 P:65 SP:FB PPU:  0, 00 CYC:0
D250  30 08     BMI $D25A                       A:01 X:33 Y:88 P:25 SP:FB PPU:  0, 00 CYC:0
D252  70 06     BVS $D25A                       A:01 X:33 Y:88 P:25 SP:FB PPU:  0, 00 CYC:0
D254  F0 04     BEQ $D25A                       A:01 X:33 Y:88 P:25 SP:FB PPU:  0, 00 CYC:0
D256  C9 01     CMP #$01                        A:01 X:33 Y:88 P:25 SP:FB PPU:  0, 00 CYC:0
D258  F0 04     BEQ $D25E                       A:01 X:33 Y:88 P:27 SP:FB PPU:  0, 00 CYC:0
D25E  A0 7E     LDY #$7E                        A:01 X:33 Y:88 P:27 SP:FB PPU:  0, 00 CYC:0
D260  A9 AA     LDA #$AA                        A:01 X:33 Y:7E P:25 SP:FB PPU:  0, 00 CYC:0
D262  85 78     STA $78 = 00                    A:AA X:33 Y:7E P:A5 SP:FB PPU:  0, 00 CYC:0
D264  20 B6 F7  JSR $F7B6                       A:AA X:33 Y:7E P:A5 SP:FB PPU:  0, 00 CYC:0
F7B6  18        CLC                             A:AA X:33 Y:7E P:A5 SP:F9 PPU:  0, 00 CYC:0
F7B7  A9 FF     LDA #$FF                        A:AA X:33 Y:7E P:A4 SP:F9 PPU:  0, 00 CYC:0
F7B9  85 01     STA $01 = 00                    A:FF X:33 Y:7E P:A4 SP:F9 PPU:  0, 00 CYC:0
F7BB  24 01     BIT $01 = 00                    A:FF X:33 Y:7E P:A4 SP:F9 PPU:  0, 00 CYC:0
F7BD  A9 55     LDA #$55                        A:FF X:33 Y:7E P:E4 SP:F9 PPU:  0, 00 CYC:0
F7BF  60        RTS                             A:55 X:33 Y:7E P:64 SP:F9 PPU:  0, 00 CYC:0
D267  05 78     ORA $78 = 00                    A:55 X:33 Y:7E P:64 SP:FB PPU:  0, 00 CYC:0
D269  20 C0 F7  JSR $F7C0                       A:55 X:33 Y:7E P:64 SP:FB PPU:  0, 00 CYC:0
F7C0  B0 09     BCS $F7CB                       A:55 X:33 Y:7E P:64 SP:F9 PPU:  0, 00 CYC:0
F7C2  10 07     BPL $F7CB                       A:55 X:33 Y:7E P:64 SP:F9 PPU:  0, 00 CYC:0
F7CB  84 00     STY $00 = FF                    A:55 X:33 Y:7E P:64 SP:F9 PPU:  0, 00 CYC:0
F7CD  60        RTS                             A:55 X:33 Y:7E P:64 SP:F9 PPU:  0, 00 CYC:0
D26C  C8        INY                             A:55 X:33 Y:7E P:64 SP:FB PPU:  0, 00 CYC:0
D26D  A9 00     LDA #$00                        A:55 X:33 Y:7F P:64 SP:FB PPU:  0, 00 CYC:0
D26F  85 78     STA $78 = 00                    A:00 X:33 Y:7F P:66 SP:FB PPU:  0, 00 CYC:0
D271  20 CE F7  JSR $F7CE                       A:00 X:33 Y:7F P:66 SP:FB PPU:  0, 00 CYC:0
F7CE  38        SEC                             A:00 X:33 Y:7F P:66 SP:F9 PPU:  0, 00 CYC:0
F7CF  B8        CLV                             A:00 X:33 Y:7F P:67 SP:F9 PPU:  0, 00 CYC:0
F7D0  A9 00     LDA #$00                        A:00 X:33 Y:7F P:27 SP:F9 PPU:  0, 00 CYC:0
F7D2  60        RTS                             A:00 X:33 Y:7F P:27 SP:F9 PPU:  0, 00 CYC:0
D274  05 78     ORA $78 = 00                    A:00 X:33 Y:7F P:27 SP:FB PPU:  0, 00 CYC:0
D276  20 D3 F7  JSR $F7D3                       A:00 X:33 Y:7F P:27 SP:FB PPU:  0, 00 CYC:0
F7D3  D0 07     BNE $F7DC                       A:00 X:33 Y:7F P:27 SP:F9 PPU:  0, 00 CYC:0
F7D5  70 05     BVS $F7DC                       A:00 X:33 Y:7F P:27 SP:F9 PPU:  0, 00 CYC:0
F7D7  90 03     BCC $F7DC                       A:00 X:33 Y:7F P:27 SP:F9 PPU:  0, 00 CYC:0
F7D9  30 01     BMI $F7DC                       A:00 X:33 Y:7F P:27 SP:F9 PPU:  0, 00 CYC:0
F7DB  60        RTS                             A:00 X:33 Y:7F P:27 SP:F9 PPU:  0, 00 CYC:0
D279  C8        INY                             A:00 X:33 Y:7F P:27 SP:FB PPU:  0, 00 CYC:0
D27A  A9 AA     LDA #$AA                        A:00 X:33 Y:80 P:A5 SP:FB PPU:  0, 00 CYC:0
D27C  85 78     STA $78 = 00                    A:AA X:33 Y:80 P:A5 SP:FB PPU:  0, 00 CYC:0
D27E  20 DF F7  JSR $F7DF                       A:AA X:33 Y:80 P:A5 SP:FB PPU:  0, 00 CYC:0
F7DF  18        CLC                             A:AA X:33 Y:80 P:A5 SP:F9 PPU:  0, 00 CYC:0
F7E0  24 01     BIT $01 = 00                    A:AA X:33 Y:80 P:A4 SP:F9 PPU:  0, 00 CYC:0
F7E2  A9 55     LDA #$55                        A:AA X:33 Y:80 P:A4 SP:F9 PPU:  0, 00 CYC:0
F7E4  60        RTS                             A:55 X:33 Y:80 P:24 SP:F9 PPU:  0, 00 CYC:0
D281  25 78     AND $78 = 00                    A:55 X:33 Y:80 P:24 SP:FB PPU:  0, 00 CYC:0
D283  20 E5 F7  JSR $F7E5                       A:00 X:33 Y:80 P:26 SP:FB PPU:  0, 00 CYC:0
